pub_date	title	venue	excerpt	citation	url_slug	paper_url
2020-05 CodeCMR: Cross-Modal Retrieval For Function-Level Binary Source Code Matching   CodeCMR Retrieval code on binary level by machine learning  Zeping Yu, Wenxin Zheng, Jiaqi Wang, Qiyi Tang, Sen Nie, Shi Wu. “CodeCMR: Cross-Modal Retrieval For Function-Level Binary Source Code Matching”. In Advances in Neural Information Processing Systems 33 (2020).   nips20-codecmr  https://proceedings.neurips.cc/paper/2020/file/285f89b802bcb2651801455c86d78f2a-Paper.pdf
